contactdate,contacttime,cadincident,casenumber,dispatched,encountertype,beat,bfostopped,areastopped,blocknumber,Address,intelligenceled,bwcactivated,subject_reasonforencounter,suspicion_type_AB953,ReasonForStop,InitiatingOffense_AB953,TypeTraffic_AB953,TrafficCode,subjectnumber,LocationVehicleOccupant,subject_age,subject_agegroup,perceived_age_AB953,gender_opd,perceived_gender_AB953,GenderNonCon,LGBT,race_opd,perceived_race_AB953,RacePerceivedPrior,Disability,Fluency,Student,EduCode,EduCodeSubdivision,oaklandresident,Parole,Probation,stop_relatedactions_AB953,search_relatedactions_AB953,uof_relatedactions_AB953,other_actions_AB953,Consent_Person,Consent_Given_Person,Consent_Property,Consent_Given_Property,no_actions_above_ck,handcuffed,citationnumber,subject_durationofencounter,SearchRelatedActions_AB953,searchconducted,searched,SearchBasis_AB953,SearchTypeGrouping_opd,EvidDisc_AB953,discovery_opd,BasisForSeizure_AB953,recovery_opd,PropertySeized_AB953,ResultofStop_AB953,resultofstop_opd,UseOfForce_opd,FinalDate,VTKReportID,vtkreportid_without_minus_sign,Unique ID
3/10/21,37:00.0,LOP210310000855,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,8200,Fontaine Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,40,Over 40,43,M,Male,0,0,Asian,Asian,No,"None,",1,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139227,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,723WCJVDZ1XYCF,723WCJVDZ1XYCF,723WCJVDZ1XYCF-1
3/10/21,58:00.0,LOP210310000908,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,8200,Fontaine Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,27,18-29,43,M,Male,0,0,Other,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139229,14,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,723WCJWEMVY0UG,723WCJWEMVY0UG,723WCJWEMVY0UG-1
3/10/21,23:00.0,LOP210310000925,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,8200,Fontaine Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,23,18-29,25,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139230,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,723WCJWR1BL4QY,723WCJWR1BL4QY,723WCJWR1BL4QY-1
3/10/21,28:00.0,LOP210310000885,NULL,Non-Dispatch,Vehicle,25Y,BFO 2,Area 4,4100,Keller Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,35,30-39,30,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139228,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,723WCJVTLOLS2S,723WCJVTLOLS2S,723WCJVTLOLS2S-1
3/10/21,44:00.0,LOP210310000208,NULL,Non-Dispatch,Vehicle,10Y,BFO 1,Area 2,5700,Market Street ,No,Yes,Traffic violation,NULL,Traffic Violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,Equipment violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,1,Driver,50,Over 40,50,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,8,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,4/22/21,527WCJH3AY0702,527WCJH3AY0702,527WCJH3AY0702-1
3/10/21,40:00.0,LOP210310000810,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,7800,Mountain Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,22,18-29,25,M,Male,0,0,Asian,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138936,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,280WCJWK17DAC7,280WCJWK17DAC7,280WCJWK17DAC7-1
3/10/21,25:00.0,LOP210310000847,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,7800,Mountain Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,30,30-39,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138937,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,3/11/21,280WCJWQFR0XID,280WCJWQFR0XID,280WCJWQFR0XID-1
3/11/21,00:00.0,LOP210311000847,NULL,Non-Dispatch,Vehicle,07X,BFO 1,Area 1,3400,Hollis Street,Yes,Yes,Traffic violation,NULL,Traffic Violation,21801(A)-VC-FT/YIELD BE4 LEFT/U-TURN-I,Moving violation,21801(A)-VC-FT/YIELD BE4 LEFT/U-TURN-I,1,Driver,20,18-29,18,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/15/21,LPRWCKVKTOLO1V,LPRWCKVKTOLO1V,LPRWCKVKTOLO1V-1
3/12/21,24:00.0,LOP210312000373,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1200,76th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,20,18-29,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139255,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,206WCLJMK0X637,206WCLJMK0X637,206WCLJMK0X637-1
3/12/21,52:00.0,LOP210312000481,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,1400,77th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,59,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139259,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,206WCLK11I63DG,206WCLK11I63DG,206WCLK11I63DG-1
3/12/21,02:00.0,LOP210312000342,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,80th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,49,Over 40,40,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139253,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,206WCLJBP9DYOM,206WCLJBP9DYOM,206WCLJBP9DYOM-1
3/12/21,19:00.0,LOP210312000246,NULL,Non-Dispatch,Vehicle,32Y,BFO 2,Area 5,1800,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,Moving violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,1,Driver,74,Over 40,60,M,Male,0,0,Other,Pacific Islander,No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139128,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLB1UPJ22J,265WCLB1UPJ22J,265WCLB1UPJ22J-1
3/12/21,08:00.0,LOP210312000229,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,1300,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,Moving violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,1,Driver,25,18-29,20,F,Female,0,0,Hispanic,MultiRacial,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139127,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLBZ0XGIV5,265WCLBZ0XGIV5,265WCLBZ0XGIV5-1
3/12/21,37:00.0,LOP210312000258,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,1300,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,39,30-39,29,F,Female,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139130,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLB4AP15M1,265WCLB4AP15M1,265WCLB4AP15M1-1
3/12/21,52:00.0,LOP210312000020,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,6900,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,20,18-29,20,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2145435,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,801WCLACVUP6V2,801WCLACVUP6V2,801WCLACVUP6V2-1
3/12/21,10:00.0,LOP210312000294,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,10000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,30,30-39,25,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139135,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCB5HOGSI,265WCLCB5HOGSI,265WCLCB5HOGSI-1
3/12/21,32:00.0,LOP210312000320,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,10000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,58,Over 40,55,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139136,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCCMRPUHA,265WCLCCMRPUHA,265WCLCCMRPUHA-1
3/12/21,57:00.0,LOP210312000349,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,10000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,20,18-29,22,M,Male,0,0,Asian,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139138,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCEVOOMOU,265WCLCEVOOMOU,265WCLCEVOOMOU-1
3/12/21,18:00.0,LOP210312000376,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,27,18-29,30,M,Male,0,0,Asian,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139139,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCEMUX1QV,265WCLCEMUX1QV,265WCLCEMUX1QV-1
3/12/21,28:00.0,LOP210312000382,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,Moving violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,1,Driver,52,Over 40,50,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139140,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCG2RV15F,265WCLCG2RV15F,265WCLCG2RV15F-1
3/12/21,33:00.0,LOP210312000302,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9800,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,17,Under 18,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139251,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,206WCLIR3BXZYG,206WCLIR3BXZYG,206WCLIR3BXZYG-1
3/12/21,45:00.0,LOP210312000326,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9800,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,Moving violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,1,Driver,47,Over 40,40,F,Female,0,0,Hispanic,MultiRacial,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139252,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,206WCLIXBKJ18W,206WCLIXBKJ18W,206WCLIXBKJ18W-1
3/12/21,38:00.0,LOP210312000204,NULL,Non-Dispatch,Vehicle,33X,BFO 2,Area 5,9800,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,46,Over 40,40,F,Female,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,223000,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLBBESWHD8,265WCLBBESWHD8,265WCLBBESWHD8-1
3/12/21,44:00.0,LOP210312000402,21-011458,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9800,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,22,18-29,25,M,Male,0,0,Black/African American,MultiRacial,No,"None,",0,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by order,","Search of property conducted,Vehicle impounded,",NULL,NULL,No,NULL,No,NULL,0,No,2139009,30,"Search of property conducted,Vehicle impounded,",Yes,Property,"Vehicle inventory,",Non-Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLKI13RFUY,273WCLKI13RFUY,273WCLKI13RFUY-1
3/12/21,45:00.0,LOP210312000261,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,18,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2037776,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,4/16/21,N10WCLOK3UXO00,N10WCLOK3UXO00,N10WCLOK3UXO00-1
3/12/21,47:00.0,LOP210312000484,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,65,Over 40,60,F,Female,0,0,White,White,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139011,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLO2DSJ93X,273WCLO2DSJ93X,273WCLO2DSJ93X-1
3/12/21,10:00.0,LOP210312000512,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,21,18-29,20,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139012,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLO51KR71G,273WCLO51KR71G,273WCLO51KR71G-1
3/12/21,10:00.0,LOP210312000581,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,47,Over 40,45,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139014,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLPGELZREB,273WCLPGELZREB,273WCLPGELZREB-1
3/12/21,26:00.0,LOP210312000308,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,38,30-39,40,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139005,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLMXBYWO4G,273WCLMXBYWO4G,273WCLMXBYWO4G-1
3/12/21,04:00.0,LOP210312000354,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,27315-VC-SEATBELT VIOLATION-I,Moving violation,27315-VC-SEATBELT VIOLATION-I,1,Driver,58,Over 40,50,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139007,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,273WCLOERMZZ20,273WCLOERMZZ20,273WCLOERMZZ20-1
3/12/21,25:00.0,LOP210312000304,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8600,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,25,18-29,25,M,Male,0,0,Black/African American,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2037777,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,4/16/21,N10WCLO0S4UGXD,N10WCLO0S4UGXD,N10WCLO0S4UGXD-1
3/12/21,53:00.0,LOP210312000278,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,51,Over 40,55,M,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,23000,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,265WCLCAMVMF2S,265WCLCAMVMF2S,265WCLCAMVMF2S-1
3/12/21,45:00.0,LOP210312000264,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,34,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138618,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,867WCLH2KR6W8A,867WCLH2KR6W8A,867WCLH2KR6W8A-1
3/12/21,01:00.0,LOP210312000285,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,57,Over 40,50,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138619,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,867WCLIEPP3Q6L,867WCLIEPP3Q6L,867WCLIEPP3Q6L-1
3/12/21,22:00.0,LOP210312000303,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,61,Over 40,50,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138620,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,3/12/21,867WCLIREK4BZF,867WCLIREK4BZF,867WCLIREK4BZF-1
