Date,Time,Street,Cross Street,Source of Call,Total OnScene Time,Stop - K-12?,Stop - School Code,Stop - Officer Assignment,Stop - Reason For,Stop - Suspicion Types,Stop - Violation Type,Stop - Perc Race,Stop - Perc Disabilities,Stop - Perc Gender,Stop - Perc LGBT?,Stop - Limited English?,Stop - Perc Age,Stop - Actions Taken,Stop - Search Basis,Stop - Evidence Discovered,Stop - Seized Property Basis,Stop - Seized Property Type,Stop - Result,Stop - Citation Code 1,Stop - Citation Desc 1,Stop - Custodial Code 1,Stop - Custodial Desc 1,Stop - Cite/Release Code 1,Stop - Cite/Release Desc 1,Stop - Warning Code 1,Stop - Warning Desc 1,Stop - Educ Section,Stop - Educ Subdivision
2/17/20,18:12:07,MACE BL,S EL MACERO DR,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,50,None,,,,,No action,,,,,,,,,,
2/17/20,23:01:02,C ST,5TH ST,O,6,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/17/20,16:27:41,LILLARD DR,DRUMMOND AV,O,9,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,30,None,,,,,Citation for infraction,4454(A) VC,NO REGISTRATION IN VEH - I,,,,,,,,
2/17/20,23:11:02,OLIVE DR,RICHARDS BL/HICKORY LN,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,30,Search of property was conducted,Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,24601 VC,FAIL MAINT LIC PLATE LAMP - I,,
2/17/20,00:24:40,G ST,2ND ST,O,350,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,30,"Field sobriety test conducted, Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,23152(A) VC,DUI ALCOHOL - M,,,,,,
2/17/20,14:55:41,BAYWOOD LN,CLEMSON DR/TEMPLE DR,O,38,F,,"Patrol, traffic enforcement, field operations",Known to be on parole/probation/PRCS/mandatory supervision,Other reasonable suspicion of a crime,,White,None,Male,F,F,30,None,,,,,No action,,,NA - XX ZZ,COMMUNITY CARETAKING - X,,,,,,
2/17/20,11:47:11,COWELL BL,ANGELA ST,O,14,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,35,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
2/17/20,21:31:51,BAYWOOD LN,CLEMSON DR/TEMPLE DR,W,314,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,25,"Handcuffed or flex cuffed, Property was seized, Search of property was conducted","Incident to arrest, Officer safety/safety of others","Drug paraphernalia, Drugs/narcotics","Contraband, Safekeeping as allowed by law/statute","Drug paraphernalia, Drugs/narcotics",Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:UI/DRUG - M,,,,,,
2/17/20,11:03:00,F ST,1ST ST/2ND ST,O,211,F,,"Patrol, traffic enforcement, field operations",Knowledge of outstanding arrest warrant/wanted person,,,Hispanic/Latino,None,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
2/17/20,22:40:49,MACE BL,CHILES RD/COWELL BL,O,15,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,No action,,,,,,,,,,
2/17/20,00:14:22,W OLIVE DR,RICHARDS BL,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,20,None,,,,,Warning (verbal or written),,,,,,,24603 VC,STOPLAMP VIOLATIONS - I,,
2/17/20,18:15:06,BARONY PL,VALDORA ST,W,2103,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Asian,None,Male,F,F,25,"Asked for consent to search person, Curbside detention, Field sobriety test conducted, Property was seized, Search of person was conducted",Consent given,"Cell phone(s) or electronic device(s), Other contraband or evidence",Evidence,Cell phone(s) or electronic devices,No action,,,,,,,,,,
2/18/20,23:22:06,MACE BL,ALHAMBRA DR/2ND ST,O,9,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of a drug transaction, Other reasonable suspicion of a crime",,White,None,Male,F,F,35,"Search of person was conducted, Search of property was conducted","Evidence of crime, Visible contraband","Drug paraphernalia, Drugs/narcotics",,,Warning (verbal or written),,,,,,,11364(A) HS,POSS UNLAW PARAPHERNALIA - M,,
2/18/20,21:08:05,I 80 W,RICHARDS BL,O,117,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,30,"Curbside detention, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
2/18/20,23:29:36,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,98,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration","Hispanic/Latino, White",None,Female,F,T,25,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted",Incident to arrest,Drugs/narcotics,Evidence,Drugs/narcotics,"Custodial arrest pursuant to outstanding warrant, Custodial arrest without warrant",,,11350(A) HS,POSSESS NARCOTIC CNTL SUB - F,,,,,,
2/18/20,09:20:50,DANBURY ST,LILLARD DR/EMERALD BAY DR,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,35,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/18/20,16:38:31,E 8TH ST,M ST/CHESTNUT LN,O,103,F,,"Patrol, traffic enforcement, field operations",Known to be on parole/probation/PRCS/mandatory supervision,,,Hispanic/Latino,None,Male,F,F,40,"Handcuffed or flex cuffed, Other physical or vehicle contact, Property was seized, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,"Drug paraphernalia, Drugs/narcotics",Contraband,"Drug paraphernalia, Drugs/narcotics",Warning (verbal or written),,,,,,,11377(A) HS,POSS CONTROLLED SUBSTANCE - F,,
2/18/20,23:15:52,I 80 W,WO RICHARDS BL,O,13,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
2/18/20,10:19:01,POLE LINE RD,E 8TH ST/WAHL WY,T,111,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,Hispanic/Latino,None,Male,F,F,50,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted, Search of property was conducted","Evidence of crime, Incident to arrest, Odor of contraband, Officer safety/safety of others",Alcohol,"Contraband, Safekeeping as allowed by law/statute",Alcohol,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
2/18/20,04:27:09,COWELL BL,RESEARCH PARK DR (PARK),O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/18/20,22:12:48,CHILES RD,MACE BL/EL CEMONTE AV,O,37,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,Black/African American,None,Male,F,F,20,"Property was seized, Search of property was conducted",Visible contraband,Alcohol,Evidence,Alcohol,Warning (verbal or written),,,,,,,23222(A) VC,POSS OPEN CONTAINER:DRIVE - I,,
2/18/20,09:54:19,3RD ST,I ST,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,25,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
2/18/20,22:26:16,POLE LINE RD,E 8TH ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Asian,None,Male,F,F,70,None,,,,,Warning (verbal or written),,,,,,,5201(A) VC,LICENS PLATE POSITION VIO - I,,
2/18/20,08:34:00,LOYOLA DR,NUTMEG LN,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,20,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/18/20,15:31:42,CHILES RD,ENSENADA DR/MACE BL,O,29,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,35,"Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/18/20,15:57:36,CHILES RD,MACE BL/EL CEMONTE AV,O,62,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,30,"Curbside detention, Field sobriety test conducted, Search of property was conducted",Odor of contraband,None,,,No action,,,,,,,,,,
2/18/20,08:44:50,TEMPLE DR,TULIP LN,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,30,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/18/20,22:41:46,SHASTA DR,DENALI DR/ARLINGTON DR,T,125,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,Asian,None,Female,F,F,18,"Patrol car detention, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,, ,
2/19/20,17:36:11,I 80 E,RICHARDS BL,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,60,None,,,,,No action,,,,,,,,,,
2/19/20,19:19:42,RICHARDS BL,W OLIVE DR/1ST ST,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Black/African American,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/19/20,20:45:11,RESEARCH PARK DR,COWELL BL (CHEVRON),O,928,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,40,"Curbside detention, Handcuffed or flex cuffed, Property was seized, Search of person was conducted",Officer safety/safety of others,Drugs/narcotics,Evidence,Drugs/narcotics,No action,,,,,,,,,,
2/19/20,16:48:58,2ND ST,FERMI PL/MACE BL,W,26,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,50,None,,,,,No action,,,,,,,243(E)(1) PC,BAT:SPOUSE/EX SP/DATE/ETC - M,,
2/19/20,09:59:23,RUSSELL BL,MILLER DR,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,23123(A) VC,USE CELLPH W/DRIV W/O HFD - I,,
2/19/20,08:22:51,LILLARD DR,DRUMMOND AV,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Hispanic/Latino,None,Female,F,F,25,None,,,,,Citation for infraction,26710 VC,DEFECTIVE WINDSHIELD/ETC - I,,,,,,,,
2/19/20,15:01:29,3RD ST,E ST,O,29,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/19/20,14:56:29,LOYOLA DR,TULIP LN,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,18,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/20/20,04:53:49,MACE BL,ALHAMBRA DR/2ND ST,O,788,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,Hispanic/Latino,None,Female,F,F,25,"Handcuffed or flex cuffed, Patrol car detention, Person removed from vehicle by order, Property was seized, Search of person was conducted, Search of property was conducted",Officer safety/safety of others,"Drug paraphernalia, Drugs/narcotics","Contraband, Evidence","Drug paraphernalia, Drugs/narcotics","Field interview card completed, Warning (verbal or written)",,,,,,,11364(A) HS,POSS UNLAW PARAPHERNALIA - M,,
2/20/20,23:55:14,COWELL BL,POLE LINE RD,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
2/20/20,17:50:21,MACE BL,CHILES RD,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Black/African American,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
2/20/20,18:29:37,MACE BL,S EL MACERO DR/REDBUD DR,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,45,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
2/20/20,04:38:57,I 80 W,OLIVE DR,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,45,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/20/20,21:04:15,3RD ST,H ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,19,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
2/20/20,15:55:56,F ST,2ND ST/3RD ST,O,10,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,22,None,,,,,Warning (verbal or written),,,,,,,11362.4(A) HS,SMOKE/ING MARIJ PUBLIC PL - I,,
2/20/20,22:15:31,CHILES RD,MACE BL/EL CEMONTE AV,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
2/20/20,23:20:13,I 80 W,RICHARDS BL,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Female,F,F,20,"Curbside detention, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,No action,,,,,,,,,,
2/20/20,00:44:52,COWELL BL,DRUMMOND AV,O,56,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,50,"Asked for consent to search person, Asked for consent to search property, Search of person was conducted, Search of property was conducted","Condition of parole/probation/PRCS/mandatory supervision, Consent given",None,,,Warning (verbal or written),,,,,,,5204(A) VC,EXPIRED TABS/FAIL DISPLAY - I,,
2/20/20,03:29:44,BOXELDER PL,EUCALYPTUS ST,9,333,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,Hispanic/Latino,None,Male,F,F,40,"Curbside detention, Firearm pointed at person, Handcuffed or flex cuffed, Patrol car detention, Property was seized, Search of person was conducted","Incident to arrest, Officer safety/safety of others",Drugs/narcotics,Contraband,Drugs/narcotics,Custodial arrest without warrant,,,602.5 PC,ENTER NONCOMM DWELLING - M,,,,,,
2/20/20,17:47:41,RESEARCH PARK DR,POLE LINE RD/COWELL BL (PARK),O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,40,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
2/20/20,02:44:23,SYCAMORE LN,N DAVIS FARMS RD,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,23,None,,,,,Warning (verbal or written),,,,,,,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,
2/20/20,17:24:59,I 80 E,RICHARDS BL,O,16,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,30,"Asked for consent to search person, Asked for consent to search property, Curbside detention, Search of person was conducted, Search of property was conducted",Consent given,None,,,No action,,,,,,,,,,
2/20/20,21:14:51,HWY 113 N,RUSSELL BL,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,45,None,,,,,No action,,,,,,,,,,
2/20/20,01:53:12,COWELL BL,DREW AV,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Black/African American,None,Male,F,F,23,None,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
2/20/20,04:53:49,MACE BL,ALHAMBRA DR/2ND ST,O,788,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Person removed from vehicle by order, Property was seized, Search of person was conducted, Search of property was conducted","Incident to arrest, Officer safety/safety of others, Suspected weapons","Drugs/narcotics, Suspected stolen property",Evidence,"Drugs/narcotics, Suspected stolen property",Custodial arrest without warrant,,,10851(A) VC,VEHICLE THEFT - F,,,,,,
2/20/20,04:53:49,MACE BL,ALHAMBRA DR/2ND ST,O,788,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Property was seized, Search of person was conducted, Search of property was conducted","Evidence of crime, Officer safety/safety of others, Suspected weapons","Drug paraphernalia, Drugs/narcotics",Evidence,"Drug paraphernalia, Drugs/narcotics",Warning (verbal or written),,,,,,,11364(A) HS,POSS UNLAW PARAPHERNALIA - M,,
2/20/20,11:23:39,SCRIPPS DR,REDWOOD LN/TAMARACK LN,O,49,F,,"Patrol, traffic enforcement, field operations",Knowledge of outstanding arrest warrant/wanted person,,,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
2/21/20,02:00:34,RICHARDS BL,OLIVE DR,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
